Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
454	Kim Thuong Quan	0	2	1	1			145				enemy036	0	0	0	0	0	24	43	30	10	21	12	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
455	Ong gia toc bac 	3	6	0	1							passerby192	0	0	0	0	0	40	40															100												10																						180	100		10
456	Thien Cang (Boss)	0	5	0	1			165				enemy107	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
457	Thien Cang (Boss)	0	5	1	1			165				enemy122	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
458	Thien Cang (Boss)	0	5	2	1			165				enemy127	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
459	Thien Cang (Boss)	0	5	3	1			165				ani001	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
460	Thien Cang (Boss)	0	5	4	1			165				ani002	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
461	Thien Cang (Boss)	0	5	2	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
462	Thien Cang (Boss)	0	5	4	1			112				boss032	0	0	0	0	0	24	33	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
463	Thien Cang (Boss)	0	5	2	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
464	Thien Cang (Boss)	0	5	0	1			263				boss032	0	0	0	0	0	28	30	28	11	16	13	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
465	Thien Cang (Boss)	0	5	0	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
466	Thien Cang (Boss)	0	5	0	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
467	Thien Cang (Boss)	0	5	1	1			263				boss032	0	0	0	0	0	28	30	28	11	16	13	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
468	Thien Cang (Boss)	0	5	1	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
469	Thien Cang (Boss)	0	5	2	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
470	Thien Cang (Boss)	0	5	2	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
471	Thien Cang (Boss)	0	5	3	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
472	Thien Cang (Boss)	0	5	4	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
473	Thien Cang (Boss)	0	5	4	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
474	Thien Cang (Boss)	0	5	0	1			165				boss032	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
475	Thien Cang (Boss)	0	5	0	1			257				boss032	0	0	0	0	0	36	40	31	11	19	14	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
476	Sat Thu Nhan (Boss)	0	5	0	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
477	Sat Thu Nhan (Boss)	0	5	1	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
478	Sat Thu Nhan (Boss)	0	5	2	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
479	Sat Thu Nhan (Boss)	0	5	3	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
480	Sat Thu Nhan (Boss)	0	5	4	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
481	Sat Thu Nhan (Boss)	0	5	0	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
482	Sat Thu Nhan (Boss)	0	5	1	1			257				boss031	0	0	0	0	0	24	33	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
483	Sat Thu Nhan (Boss)	0	5	2	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
484	Sat Thu Nhan (Boss)	0	5	3	1			257				boss031	0	0	0	0	0	28	30	28	11	16	13	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
485	Sat Thu Nhan (Boss)	0	5	4	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
486	Xa Tam [HK Tieu]	0	5	3	1			112				enemy072	0	0	0	0	0	24	33	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
487	Thanh Tu [HK Tieu]	0	5	4	1			165				enemy089	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
488	Co Lam [HK Tieu]	0	5	1	1			263				enemy086	0	0	0	0	0	28	30	28	11	16	13	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	30	30	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
489	Ta Van [HK Tieu]	0	5	2	1			112				enemy097	0	0	0	0	0	24	33	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
490	Thach Hung [HK Tieu]	0	5	3	1			112				enemy079	0	0	0	0	0	24	33	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
491	Tieu Linh [HK Tieu]	0	5	2	1			165				enemy064	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
492	Tong Chinh [HK Tieu]	0	5	4	1			112				enemy003	0	0	0	0	0	24	33	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
493	Dieu Nhu [HK Tieu]	0	5	2	1			165				enemy056	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
494	Lieu Thanh [HK Tieu]	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
495	Lieu Thanh [HK Tieu]	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
496	Nhim Con	0	5	0	1			230				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
497	Nhim Con	0	5	1	1			231				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
498	Nhim Con	0	5	2	1			232				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
499	Nhim Con	0	5	3	1			233				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
500	Nhim Con	0	5	4	1			234				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
501	¡ã??¨¬	0	5	0	1			235				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
502	???¨¦	0	5	1	1			236				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
503	??????	0	5	2	1			237				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
504	????	0	5	3	1			238				ani019	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
505	Vo Luong Su [Boss HK]	0	5	0	1			239				boss020	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|5000	100	100	100	100	20	20	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
506	Duong Thiet Lang [Boss HK]	0	5	0	1			240				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|5000	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
